"من لها: اذهبي الى بيت ابيك ولا	حاجة	لي بك ، وعندي منها اولاد. زوجي مدمن حبوب مخدرة ،",,,
"راى زوجي حلما لطفلتين ، لم يكن له	علاقة	بالاسم ، فسَّره عند شيخ ثقة ، لكن ، ولا يقع اسما",,,
"واصبحت لا ارغب بك. واصبحت علاقتنا الزوجية	باردة	جدا",,,
"واصبحت علاقتنا الزوجية باردة جدا",,,
"متزوجة حديثا ولكن كلما داعبني زوجي (بدون	ايلاج	) احس بنزول سائل ابيض لزج ولا احس بفتور بعد نزوله واحيانا",,,
"(بدون ايلاج) احس بنزول سائل ابيض	لزج	ولا احس بفتور بعد نزوله واحيانا ما لكن الطبيب اكد على عدم",,,
"وكان ينفق علينا في كل مرة من عمل	حر	لا للبياض وليس له رائحة ، ولكن بعدها ذهبت للتبول فشممت رائحة",,,
"ارجوكم اجيبوني في اسرع وقت. لو حصل	جماع	قبل الفجر ونام زوجي من غير ان يغتسل وحرمت عليه الصوم:",,,
"يعتبر هذا الطلاق طلاقًا في طهر كان به	جماع	؟ طلاق المسحور: طلقني زوجي ثلاث طلقات متفرقة في طهر جامعني",,,
": طلقني زوجي ثلاث طلقات متفرقة في طهر	جامعني	فيه ، ولما سالنا شيخا مقيما في السويد قال تزوجت من آخر",,,
"قال لي: "" انت طالق "" بعد	جماع	بيني وبينه مباشرة اثر شجار على وبركاته: اريد من سيادتكم ان",,,
"زوجي الطلقة الاولى ، وكنت في طهر ولكن	جامعني	فيه. وطلقني الطلقة الثانية منذ فترة طرقت جميع الطرق الشرعية ،",,,
"العراق واهل والدي يدفنون في النجف واهل)	واقع	في جواب الامر ، افيدوني يرحمكم الله. انا زوجة ثانية ولدي",,,
"الحكم فاخبرني زوجي بانها جائزة اذا كانت بدون	ايلاج	او انزال ، ولكنني لم اكن اعلم ان الانزال الواحد ، فطلع",,,
"الى بيتي ؟ ام ياتي النكر والتنكير اي	سحر	التفريق بين الزوجين",,,
"العمر 30 سنة ، ووالد زوجي كثيرا ما	يتحسس	ثدييَّ بدون شهوة ، بعد ان افهمني ان عورة المراة امام محارمها",,,
"في بيتهم الكبير ذهبت لاحضر اغراضي فتفاجات بوجود	سحر	مثبت داخل قاع احدى الاواني التي غسلته بالماء المغلي مرتين من اناء",,,
"، ولكن بعد سنة من زواجي عجز زوجي	جنسيا	عجزا كاملا ، ورضيت بما قضى الله لي ، ولكني بعد 4",,,
"فهل انا من المقصودين او اني اشاهد افلاما	اباحية	. فكيف التخلص من ذلك ؟ وجزاكم الله خيرا. زوجي يعاني",,,
"بينما بالواقع -مجالس الرجال- ويواصل الليل بالنهار ولا	ينام	في بيته ، علما باننا نسكن مع اهل زوجي وكل هذا تحت",,,
"خيرا واطال في اعماركم. كان زوجي على	علاقة	بفتاة ، وادَّى استمرار العلاقة الى ان يفض غشاء بكارتها باصبعه دون",,,
"ولكن مع تلك الحركة اكثر ، هل هذه	العادة	الله مع العلم ان اجرتي تكفي لعائلتي فقط ؟ انا انوي الحج",,,
"مسكن ولا ملبس ، المشكلة ان زوجي لا	يجامعني	لاسباب نفسية ومرضية لديه ونحن على هذا الحال اكثر من خمسة شهور",,,
"في معظم الاوقات تكون لدي رغبة في ان	يجامعني	زوجي فينزل مني ماء كالذي يخرج اثناء عملية الجماع ، وفي بعض",,,
"لترتيب الملابس بعد الملابس ، ولا اعلم مدى	رطوبة	الملابس بعد غسلها ، وتجفيفها في الغسالة ؛ لان زوجي من قام",,,
"التناسلية ، ولكن اتخيل زوجي معي ، ونمارس	الجنس	. فنحن تم عقد قراننا ، ولكن لم تتم الدخلة بعد مني",,,
"له (ابن باز) احد اتباعها ؟	جامعني	زوجي في نهار رمضان ، وانا حامل ، ومفطرة ، وهو صائم",,,
"اصم الا اياما معدودة ، والسبب ان زوجي	يجامعني	في نهار رمضان ، فمثلا يتصل علي وهو في الدوام ويقول كلي",,,
"من مشكلة مع زوجي ، فهو يحب ان	يجامعني	في الدبر وانا ارفض ذلك ، لانه حرام ومناف للفطرة السؤال كيف",,,
"علي قليلا والحكم في وفي زوجتي ؟ زوجي	جامعني	نهار رمضان على الرغم من رفضي في بداية الامر ، لكنه قال",,,
"هل تصبر ستة اشهر قال نعم علما ان	شهوته	قوية جدا وانا لا اريد ان الحمد انا مثابرة عليها ولا اقطعها",,,
"زوجي اكبر من فتحة فرجي فلا يستطيع ان	يجامعني	فما الحل ؟ اختي تبلغ من العمر بصقه ايضا وهل صيامي صحيح",,,
"، وطلب زوجي ان نعود فعاد للمعاشرة دون	ايلاج	، ونزلت سوائل عادية ، لا لون لها ، ان اعالجها بالوسائل",,,
". السؤال: مستاجر لشقة لمدة سنة ،	يجامع	زوجته وهي حائض (في الدورة الشهرية) ؟ ماذا افعل في",,,
"الرقي والازدهار والتقدم ؟ السلام عليكم لقد اكتشفت	علاقة	بين زوجي وامراة اجنبية وانها وصلت الى الزنا فتركته الى منزل اهلي",,,
"مع زوجي ؛ حتى اني لا اطيق منه	لمسة	، وخوفي من الله ، يجعلني استجيب له بشخص آخر غير موجود",,,
"يحدث مع زوجي من مجامعة ومعاشرة وشكرا ماحكم	مس	الرجل عورة زوجته والعكس ؟ رجل لديه زوجتان ، لا بد ان",,,
"قضى الله سبحانه وتعالى امر مقتل زوجي على	يد	جندي امريكي في بغداد اثناء ذهابه الى مقر عمله صباح يوم الاثنين",,,
"الضحك والسفر والمزح ، اراد الله ان تحدث	علاقة	بيني وبين والمزح ، اراد الله ان تحدث علاقة بيني وبين زوج",,,
"بيني وبين والمزح ، اراد الله ان تحدث	علاقة	بيني وبين زوج اختي ، والذي هو شقيق زوجي ، بما انه",,,
"الله بالمسكرات ، وكان ذلك منذ صغره وعلى	يد	اخيه ، اهلي واخته بما يفعله من سهر وشرب كل ليلة ،",,,
"؟ زوجي يعمل في الميناء ، وجاءه شخص	واقع	في مشكلة ، المشكلة هي انه استورد سلعة وبرر موقفه بانهم خدعوه",,,
"الثانية للبنان ان يطلقني ، فطلقني في طهر	جامعني	فيه ـ وبعد اسبوعين ، واخذ مني مالًا كثيرًا ، وابوه كان",,,
"كنت غضبانة ؛ كنت في طهارة لكن حدث	جماع	بيننا جماع ولم نكن نعلم اني في هذا الجماع قد احمل ؟",,,
"؛ كنت في طهارة لكن حدث جماع بيننا	جماع	ولم نكن نعلم اني في هذا الجماع قد احمل ؟ السؤال الثاني",,,
"على صواب ؟ احيانا يحدث بيني وبين زوجي	جماع	بالليل ، واشك عندما استيقظ في الاحتلام ، وهذا الشك للاسف كل",,,
"، كان زوجي مسافرًا وافطر ، وعندما وصل	جامعني	، فهل تجب عليّ كفارة في هذه المرة ؟ ؟ ترك زوجى",,,
". زوجي يسهر على شاشة التلفاز وعلى برامج	اباحية	لحد كبير ، ويحب حضور الافلام التي تثيره معه نهائيا من هذه",,,
"مشكلتي انني بعد زواج عمره 12 سنة اكتشفت	علاقة	زوجي بزميلة له في العمل وكان دائم الاتصال بها على جوالها وفي",,,
"احتياطا. وعلى هذا الحكم: ما حكم	وطء	زوجي لي في ساعات الطهر ؟ ثم بعد ايام الكدرة المتقطعة ،",,,
"وجل. بالله عليكم هل ما حدث يعتبر	زنا	؟ هل انا زنيت مع رجل غير زوجي ؟ هل انا زانية",,,
"انا في اشد الحاجة الى جوابكم - هذا	زنا	لمس ام زنا لسان ام ماذا ؟ ؟ والآن انا افكر ان",,,
"في اشد الحاجة الى جوابكم - هذا زنا	لمس	ام زنا لسان ام ماذا ؟ ؟ والآن انا افكر ان اخبر",,,
"الحاجة الى جوابكم - هذا زنا لمس ام	زنا	لسان ام ماذا ؟ ؟ والآن انا افكر ان اخبر زوجي لاني",,,
"من النوم مع زوجي مدة شهر ، وتعطيني	حبوب	منع الحمل غصبا عني ، وزوجي لا يستطيع فعل شيء سترجعني ،",,,
"ان اطلب الطلاق من زوجي بسبب عدم تطبيق	العادة	؛ حيث انني ذهبت مع زوجي فقط بعقد القران ، وليس مني",,,
"ان اطلب الطلاق من زوجي بسبب عدم تطبيق	العادة	؛ حيث انني ذهبت مع زوجي فقط بعقد القران ، وليس بما",,,
"وعندي طفلة ، واكتشفت ان زوجي يشاهد افلامًا	اباحية	، وهو منذ ان تزوجنا يصلي فرضًا ، ويترك عشرة ، وكذب",,,
"يزعجني في زوجي ، فانا اعتقد انه يمارس	العادة	السرية ، فكثيرًا ما اشاهده يضع يده على ذكره المراة ، قال",,,
"عقلي ، وقال الطبيب ان من الضروري ان	ينام	كفاية كل ليلة ، وان يحرم ، او يمتنع عن قص الاظافر",,,
"الآخر ، الشديدة عليه ، ولا توجد اية	علاقة	بيني وبينها ؛ تجنبًا للمشاكل. وطلبت من زوجي ان نتوسع ،",,,
"الله الاجر والثواب لانقاذ عقيدة مؤمن تتداعى.	جامعني	زوجي في نهار رمضان ، وطاوعته. مرة افطرنا بالجماع ، ومرة",,,
